Name,Assemble,Type,Km,CarColor,InteriorColor,CarDoor,CarSeat,Gearbox,Price,Location,Status,EngineCar,Capacity,Trademark,ProductionYear
 Ford Everest Titanium 2.0L 4x4 AT - 2022,Nhập khẩu,SUV,0,Đỏ,Đen,5,7,Số tự động,1411, Bắc Giang ,mới,Dầu,2.0,Ford,2022
 Kia Sorento Signature 2.2 AT AWD - 2022,Lắp ráp trong nước,SUV,0,Ghi,Đen,5,7,Số tự động,1299, TP HCM ,mới,Dầu,2.2,Kia,2022
 Mini Cooper JCW 3 Door - 2022,Nhập khẩu,Hatchback,0,Đỏ,Đen,3,4,Số tự động,2539, Hà Nội ,mới,Xăng,0.0,Mini Cooper,2022
 Mercedes Benz S class S400L - 2017,Lắp ráp trong nước,Sedan,5000,Trắng,Nâu,4,5,Số tự động,2690, Hà Nội ,cũ,Xăng,3.0,Mercedes,2017
 BMW X5 xDrive40i M Sport - 2021,Nhập khẩu,SUV,0,Trắng,Vàng,4,7,Số tự động,4579, Hà Nội ,mới,Xăng,3.0,BMW,2021
 Mercedes Benz E class E200 - 2017,Lắp ráp trong nước,Sedan,50000,Xanh,Nâu,4,5,Số tự động,1520, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Mercedes Benz C class C300 AMG - 2016,Lắp ráp trong nước,Sedan,0,Đỏ,Ghi,4,5,Số tự động,1225, Hà Nội ,cũ,Xăng,2.0,Mercedes,2016
 Toyota Zace GL - 2004,Lắp ráp trong nước,SUV,270000,Kem,Ghi,5,8,Số tay,195, Hà Nội ,cũ,Xăng,1.8,Toyota,2004
 Kia Sorento Premium 2.5 AT - 2022,Lắp ráp trong nước,SUV,0,Xanh,Trắng,5,7,Số tự động,1139, Tiền Giang ,mới,Xăng,2.5,Kia,2022
 Toyota Camry 2.5Q - 2018,Lắp ráp trong nước,Sedan,33000,Trắng,Nâu,4,5,Số tự động,980, TP HCM ,cũ,Xăng,2.5,Toyota,2018
 Hyundai i10 1.2 AT - 2022,Lắp ráp trong nước,Hatchback,0,Trắng,Đen,5,5,Số tự động,430, Hà Nội ,mới,Xăng,1.25,Hyundai,2022
 VinFast Lux SA 2.0 Plus 2.0 AT - 2019,Lắp ráp trong nước,SUV,24000,Đỏ,Nâu,5,7,Số tự động,910, Hà Nội ,cũ,Xăng,2.0,VinFast,2019
 Hyundai Accent 1.4 AT Đặc Biệt - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Ghi,4,5,Số tự động,540, Hà Nội ,mới,Xăng,1.4,Hyundai,2022
 Mercedes Benz S class S500L - 2016,Lắp ráp trong nước,Sedan,46868,Trắng,Đen,4,5,Số tự động,2950, Hà Nội ,cũ,Xăng,4.7,Mercedes,2016
 Mercedes Benz S class S450L - 2019,Lắp ráp trong nước,Sedan,11000,Trắng,Kem,5,5,Số tự động,3780, Hà Nội ,cũ,Xăng,3.0,Mercedes,2019
 Ford Transit Limousine - 2022,Lắp ráp trong nước,Van/Minivan,0,Trắng,Kem,4,10,Số tay,1339, TP HCM ,mới,Dầu,2.2,Ford,2022
 VinFast Lux A 2.0 Cao cấp - 2022,Lắp ráp trong nước,Sedan,0,Đen,Màu khác,4,5,Số tự động,1074, Hà Nội ,mới,Xăng,2.0,VinFast,2022
 Toyota Prado TXL 2.7L - 2015,Nhập khẩu,SUV,75000,Đen,Đen,5,7,Số tự động,1545, Hà Nội ,cũ,Xăng,2.7,Toyota,2015
 Chevrolet Cruze LS 1.6 MT - 2014,Lắp ráp trong nước,Sedan,110000,Trắng,Kem,4,5,Số tay,285, Phú Thọ ,cũ,Xăng,1.6,Chevrolet,2014
 Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,Lắp ráp trong nước,SUV,0,Xanh,Nâu,5,7,Số tự động,1340, Hà Nội ,mới,Dầu,2.2,Hyundai,2022
 Jeep Wrangler Rubicon 2.0 4x4 AT - 2021,Nhập khẩu,SUV,0,Vàng,Đen,5,5,Số tự động,3688, TP HCM ,mới,Xăng,2.0,Jeep,2021
 Porsche Cayenne 3.0 V6 - 2018,Nhập khẩu,SUV,32000,Đen,Đỏ,5,5,Số tự động,5600, Hà Nội ,cũ,Xăng,3.0,Porsche,2018
 Kia Sonet Premium 1.5 AT - 2022,Lắp ráp trong nước,Crossover,0,Trắng,Màu khác,5,5,Số tự động,624, Quảng Ninh ,mới,Xăng,1.5,Kia,2022
 Mercedes Benz C class C300 AMG - 2016,Lắp ráp trong nước,Sedan,50000,Đen,Đen,4,5,Số tự động,1139, TP HCM ,cũ,Xăng,2.0,Mercedes,2016
 Toyota Corolla Cross 1.8V - 2022,Nhập khẩu,SUV,0,Đỏ,Nhiều màu,5,5,Số tự động,846, Hà Nội ,mới,Xăng,1.8,Toyota,2022
 Nissan Almera 1.0 MT - 2021,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tay,410, Hà Nội ,mới,Xăng,1.0,Nissan,2021
 Ford Ranger XL 2.2L 4x4 MT - 2022,Nhập khẩu,Bán tải / Pickup,0,Vàng,Đen,4,5,Số tay,628, Đà Nẵng ,mới,Dầu,2.2,Ford,2022
 Mazda 3 1.5L Luxury - 2019,Lắp ráp trong nước,Sedan,38965,Đỏ,Đen,4,5,Số tự động,595, Hà Nội ,cũ,Xăng,1.5,Mazda,2019
 Toyota Wigo 1.2G MT - 2019,Nhập khẩu,Hatchback,45600,Bạc,Đỏ,5,5,Số tay,320, TP HCM ,cũ,Xăng,1.2,Toyota,2019
 VinFast Lux A 2.0 Tiêu chuẩn - 2022,Lắp ráp trong nước,Sedan,0,Xanh,Đen,4,5,Số tự động,671, Hà Nội ,mới,Xăng,2.0,VinFast,2022
 Ford Escape 3.0 V6 - 2002,Lắp ráp trong nước,SUV,160000,Bạc,Nhiều màu,4,5,Số tự động,145, TP HCM ,cũ,Xăng,3.0,Ford,2002
 Mitsubishi Xpander Cross 1.5 AT Đặc biệt - 2021,Nhập khẩu,SUV,0,Trắng,Nâu,5,7,Số tự động,670, Tuyên Quang ,mới,Xăng,1.5,Mitsubishi,2021
 BMW X5 xDrive40i - 2021,Nhập khẩu,SUV,0,Trắng,Nâu,5,5,Số tự động,4099, TP HCM ,mới,Xăng,3.0,BMW,2021
 Mercedes Benz C class C180 AMG - 2021,Lắp ráp trong nước,Sedan,5000,Xám,Kem,4,5,Số tự động,1379, TP HCM ,cũ,Xăng,1.5,Mercedes,2021
 Mercedes Benz Maybach S580 4Matic - 2021,Nhập khẩu,Sedan,0,Trắng,Kem,4,4,Số tự động,16950, Hà Nội ,mới,Xăng,4.0,Mercedes,2021
 Ford Everest Titanium 2.0L 4x4 AT - 2022,Nhập khẩu,SUV,0,Vàng,Màu khác,5,7,Số tự động,1369, TP HCM ,mới,Dầu,2.0,Ford,2022
 Toyota Camry 2.0G - 2022,Nhập khẩu,Sedan,0,Đen,Nhiều màu,4,5,Số tự động,1050, Hà Nội ,mới,Xăng,2.0,Toyota,2022
 Kia Soluto 1.4 AT Deluxe - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Màu khác,4,5,Số tự động,444, Hà Nội ,mới,Xăng,1.4,Kia,2022
 Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,SUV,0,Xanh,Đen,5,7,Số tự động,1412, Ninh Thuận ,mới,Dầu,2.0,Ford,2021
 Mitsubishi Triton GLS 4x4 AT - 2011,Nhập khẩu,Bán tải / Pickup,82000,Xám,Đen,4,5,Số tự động,325, Hà Nội ,cũ,Dầu,2.5,Mitsubishi,2011
 Audi A5 Sportback 2.0 - 2015,Nhập khẩu,Sedan,75000,Đen,Đen,4,5,Số tự động,1059, Hà Nội ,cũ,Xăng,2.0,Audi,2015
 Isuzu NMR 1T9 thùng Bạt 4m5 - 2022,Nhập khẩu,Truck,0,Trắng,Đen,2,3,Số tay,680, TP HCM ,mới,Dầu,0.0,Isuzu,2022
 Hyundai SantaFe Tiêu chuẩn 2.5L - 2022,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1030, Thanh Hóa ,mới,Xăng,2.5,Hyundai,2022
 Toyota Corolla altis 1.8V - 2022,Nhập khẩu,Sedan,0,Xanh,Đen,4,5,Số tự động,765, Hà Nội ,mới,Xăng,1.8,Toyota,2022
 Ford Transit Tiêu chuẩn - 2022,Lắp ráp trong nước,Van/Minivan,0,Bạc,Đen,4,16,Số tay,780, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Lexus LX 570 - 2008,Nhập khẩu,SUV,0,Đen,Kem,5,7,Số tự động,2160, TP HCM ,cũ,Xăng,5.7,Lexus,2008
 Mercedes Benz C class C230 Avantgarde - 2009,Lắp ráp trong nước,Sedan,0,Cát,Màu khác,4,5,Số tự động,345, Hà Nội ,cũ,Xăng,2.5,Mercedes,2009
 VinFast Lux SA 2.0 Nâng cao - 2022,Lắp ráp trong nước,SUV,0,Đen,Đen,5,7,Số tự động,1258, TP HCM ,mới,Xăng,2.0,VinFast,2022
 Mazda CX8 Premium - 2022,Lắp ráp trong nước,SUV,0,Xanh,Đen,5,7,Số tự động,1107, Hà Nội ,mới,Xăng,2.5,Mazda,2022
 Honda CRV L - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Đen,5,7,Số tự động,1118, Kon Tum ,mới,Xăng,1.5,Honda,2022
 Kia Carens S SX 2.0 AT - 2014,Lắp ráp trong nước,Crossover,54000,Bạc,Nhiều màu,5,7,Số tự động,405, TP HCM ,cũ,Xăng,2.0,Kia,2014
 Toyota Prado TXL 2.7L - 2010,Nhập khẩu,SUV,11000,Đen,Đen,4,7,Số tự động,899, Hà Nội ,cũ,Xăng,2.7,Toyota,2010
 Kia Sorento Luxury 2.2 AT - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Màu khác,5,7,Số tự động,1119, An Giang ,mới,Dầu,2.2,Kia,2022
 Honda CRV G - 2022,Lắp ráp trong nước,SUV,0,Đen,Đen,5,7,Số tự động,1008, Hà Nội ,mới,Xăng,1.5,Honda,2022
 Toyota Prado VX 2.7L - 2022,Nhập khẩu,SUV,0,Trắng,Kem,5,7,Số tự động,2599, Hà Nội ,mới,Xăng,2.7,Toyota,2022
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,554, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 Peugeot 2008 GT Line - 2022,Lắp ráp trong nước,SUV,0,Trắng,Màu khác,5,5,Số tự động,829, Thanh Hóa ,mới,Xăng,0.0,Peugeot,2022
 Mercedes Benz S class S450L - 2017,Lắp ráp trong nước,Sedan,25000,Trắng,Nâu,4,5,Số tự động,3250, Hà Nội ,cũ,Xăng,3.0,Mercedes,2017
 Chevrolet Colorado LTZ 2.8L 4x4 AT - 2015,Nhập khẩu,Bán tải / Pickup,60000,Đen,Kem,4,5,Số tự động,479, Hà Nội ,cũ,Dầu,2.8,Chevrolet,2015
 Toyota Hiace 2.0 - 1998,Nhập khẩu,Van/Minivan,160000,Bạc,Màu khác,4,6,Số tay,39, Hà Nội ,cũ,Xăng,2.0,Toyota,1998
 Hyundai Elantra 1.8 AT - 2015,Nhập khẩu,Sedan,90000,Trắng,Đen,4,5,Số tự động,455, TP HCM ,cũ,Xăng,1.8,Hyundai,2015
 Ford Ranger XLS 2.2L 4x2 AT - 2016,Nhập khẩu,Bán tải / Pickup,70000,Bạc,Đen,4,5,Số tự động,590, TP HCM ,cũ,Dầu,2.2,Ford,2016
 Honda CRV 2.4 AT - 2013,Lắp ráp trong nước,SUV,80000,Bạc,Đen,5,5,Số tự động,576, Hà Nội ,cũ,Xăng,2.4,Honda,2013
 Mercedes Benz GLC 250 4Matic - 2017,Lắp ráp trong nước,SUV,47000,Đỏ,Nâu,5,5,Số tự động,1456, TP HCM ,cũ,Xăng,2.0,Mercedes,2017
 Kia Morning Si AT - 2018,Lắp ráp trong nước,Hatchback,42000,Cam,Xám,5,5,Số tự động,325, TP HCM ,cũ,Xăng,1.25,Kia,2018
 Lexus ES 250 - 2018,Nhập khẩu,Sedan,50000,Đen,Vàng,4,5,Số tự động,2300, Hà Nội ,cũ,Xăng,2.5,Lexus,2018
 Nissan Navara VL 2.5 AT 4WD - 2018,Nhập khẩu,Bán tải / Pickup,0,Nâu,Kem,4,5,Số tự động,660, Hà Nội ,cũ,Dầu,2.5,Nissan,2018
 Mercedes Benz GLB 200 AMG - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,1999, TP HCM ,mới,Xăng,1.3,Mercedes,2022
 Kia Sorento GAT 2.4L 2WD - 2012,Lắp ráp trong nước,SUV,86000,Ghi,Kem,5,7,Số tự động,455, Hà Nội ,cũ,Xăng,2.4,Kia,2012
 Honda City L 1.5 AT - 2021,Lắp ráp trong nước,Sedan,0,Bạc,Màu khác,4,5,Số tự động,569, Gia Lai ,mới,Xăng,1.5,Honda,2021
 Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2022,Lắp ráp trong nước,Crossover,0,Xanh,Nâu,5,5,Số tự động,1020, Hà Nội ,mới,Xăng,1.6,Hyundai,2022
 Ford Focus 1.8 AT - 2012,Lắp ráp trong nước,Hatchback,82000,Xám,Đen,5,5,Số tự động,280, Hà Nội ,cũ,Xăng,1.8,Ford,2012
 Kia K3 Premium 1.6 AT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,674, Hà Nội ,mới,Xăng,1.6,Kia,2022
 LandRover Range Rover Evoque Pure Premium - 2015,Nhập khẩu,SUV,65600,Trắng,Đen,5,5,Số tự động,1399, TP HCM ,cũ,Xăng,2.0,LandRover,2015
 Ssangyong Stavic 2.7 MT - 2009,Nhập khẩu,Crossover,0,Bạc,Ghi,5,9,Số tay,240, Hà Nội ,cũ,Dầu,2.7,Ssangyong,2009
 Nissan Navara VL Premium R - 2018,Nhập khẩu,Bán tải / Pickup,60000,Cam,Kem,4,5,Số tự động,660, Hà Nội ,cũ,Dầu,2.5,Nissan,2018
 Mercedes Benz GLS 450 4Matic - 2022,Nhập khẩu,SUV,0,Xanh,Kem,5,7,Số tự động,5139, TP HCM ,mới,Xăng,3.0,Mercedes,2022
 Mercedes Benz GLE Class GLE 450 4Matic - 2022,Nhập khẩu,SUV,0,Đỏ,Kem,5,7,Số tự động,4469, TP HCM ,mới,Xăng,3.0,Mercedes,2022
 LandRover Range Rover Sport HSE Dynamic - 2015,Nhập khẩu,SUV,35000,Trắng,Nâu,5,5,Số tự động,3050, Hà Nội ,cũ,Xăng,3.0,LandRover,2015
 Mercedes Benz E class E300 AMG - 2019,Lắp ráp trong nước,Sedan,9000,Đen,Đen,4,5,Số tự động,2310, TP HCM ,cũ,Xăng,2.0,Mercedes,2019
 Volvo XC90 Inscription B6 AWD - 2022,Nhập khẩu,SUV,0,Đen,Nâu,5,7,Số tự động,3950, Đà Nẵng ,mới,Xăng,2.0,Volvo,2022
 Hyundai Accent 1.4 AT Đặc Biệt - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Nhiều màu,4,5,Số tự động,539, Hà Nội ,mới,Xăng,1.4,Hyundai,2022
 Ford Focus 2.0 AT Ghia - 2012,Lắp ráp trong nước,Sedan,98000,Trắng,Kem,4,5,Số tự động,338, TP HCM ,cũ,Xăng,2.0,Ford,2012
 Ford EcoSport Titanium 1.5L AT - 2018,Lắp ráp trong nước,SUV,42000,Cam,Ghi,5,5,Số tự động,529, Hà Nội ,cũ,Xăng,1.5,Ford,2018
 Lexus GX 470 - 2009,Nhập khẩu,SUV,14000,Đen,Đen,5,7,Số tự động,1250, Hà Nội ,cũ,Xăng,4.7,Lexus,2009
 Toyota Zace GL - 2002,Lắp ráp trong nước,SUV,260000,Xanh,Đen,5,8,Số tay,155, Phú Thọ ,cũ,Xăng,1.8,Toyota,2002
 Lexus IS 250C - 2010,Nhập khẩu,Convertible/Cabriolet,61234,Trắng,Kem,2,4,Số tự động,1279, Hà Nội ,cũ,Xăng,2.5,Lexus,2010
 Toyota Corolla altis 2.0V - 2010,Lắp ráp trong nước,Sedan,120000,Đen,Kem,4,5,Số tự động,430, Hà Nội ,cũ,Xăng,2.0,Toyota,2010
 Mercedes Benz V class V250 AMG - 2021,Nhập khẩu,Van/Minivan,0,Đen,Đen,5,6,Số tự động,3445, TP HCM ,mới,Xăng,2.0,Mercedes,2021
 Kia K3 2.0 AT - 2014,Lắp ráp trong nước,Sedan,60000,Xanh,Đen,4,5,Số tự động,439, Hải Phòng ,cũ,Xăng,2.0,Kia,2014
 Toyota Raize G 1.0 CVT - 2022,Nhập khẩu,SUV,0,Vàng,Đen,5,5,Số tự động,527, TP HCM ,mới,Xăng,1.0,Toyota,2022
 Mazda CX5 2.5 AT 2WD - 2018,Lắp ráp trong nước,SUV,45678,Trắng,Đen,5,5,Số tự động,785, Hải Phòng ,cũ,Xăng,2.5,Mazda,2018
 Ford Transit Limousine - 2022,Lắp ráp trong nước,Van/Minivan,0,Bạc,Nhiều màu,4,10,Số tay,955, TP HCM ,mới,Dầu,2.2,Ford,2022
 Toyota Innova G - 2010,Lắp ráp trong nước,Crossover,121000,Bạc,Kem,5,8,Số tay,239, Hà Nội ,cũ,Xăng,2.0,Toyota,2010
 Nissan X trail 2.0 SL 2WD - 2016,Lắp ráp trong nước,SUV,60000,Bạc,Đen,5,7,Số tự động,645, Hà Nội ,cũ,Xăng,2.0,Nissan,2016
 Ford Transit Limousine - 2022,Lắp ráp trong nước,Van/Minivan,0,Xanh,Kem,4,10,Số tay,1288, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Toyota Fortuner TRD Sportivo 4x2 AT - 2015,Lắp ráp trong nước,SUV,78000,Trắng,Đen,5,8,Số tự động,645, Hà Nội ,cũ,Xăng,2.7,Toyota,2015
 Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,Lắp ráp trong nước,SUV,6000,Trắng,Nâu,5,7,Số tự động,1500, Hà Nội ,cũ,Dầu,2.2,Hyundai,2022
 Mercedes Benz E class E180 - 2021,Lắp ráp trong nước,Sedan,0,Trắng,Nâu,4,5,Số tự động,2099, TP HCM ,mới,Xăng,1.5,Mercedes,2021
 Porsche Macan GTS - 2020,Nhập khẩu,SUV,20000,Đỏ,Đen,5,5,Số tự động,5900, Hà Nội ,cũ,Xăng,2.9,Porsche,2020
 Ford Explorer Limited 2.3L EcoBoost - 2022,Nhập khẩu,SUV,0,Đỏ,Đen,5,7,Số tự động,2366, TP HCM ,mới,Xăng,2.3,Ford,2022
 Kia Soluto 1.4 AT Luxury - 2021,Lắp ráp trong nước,Sedan,0,Đỏ,Nhiều màu,4,5,Số tự động,489, Hà Nội ,mới,Xăng,1.4,Kia,2021
 Ford Ranger Raptor 2.0L 4x4 AT - 2018,Nhập khẩu,Bán tải / Pickup,53679,Xanh,Đen,4,5,Số tự động,1179, Hà Nội ,cũ,Dầu,2.0,Ford,2018
 MG 5 Luxury 1.5 AT - 2022,Nhập khẩu,Sedan,0,Đỏ,Đen,4,5,Số tự động,585, Vĩnh Phúc ,mới,Xăng,1.5,MG,2022
 Mazda 6 Premium 2.0 AT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,949, Tiền Giang ,mới,Xăng,2.0,Mazda,2022
 Jaguar F-Pace R-Sport - 2018,Nhập khẩu,SUV,6000,Trắng,Nhiều màu,5,5,Số tự động,3350, Hà Nội ,cũ,Xăng,3.0,Jaguar,2018
 Hyundai Elantra 1.8 AT - 2013,Nhập khẩu,Sedan,85000,Bạc,Màu khác,4,5,Số tự động,397, Đăk Lăk ,cũ,Xăng,1.8,Hyundai,2013
 Porsche Macan 2.0 - 2018,Nhập khẩu,SUV,28000,Trắng,Đỏ,5,5,Số tự động,3950, Hà Nội ,cũ,Xăng,2.0,Porsche,2018
 Mercedes Benz C class C250 Exclusive - 2016,Lắp ráp trong nước,Sedan,40000,Trắng,Màu khác,4,5,Số tự động,1160, Hà Nội ,cũ,Xăng,2.0,Mercedes,2016
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Trắng,Xám,4,5,Số tự động,635, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Toyota Avanza Premio 1.5 AT - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,588, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 Mazda 3 2.0L Signature Premium - 2021,Lắp ráp trong nước,Sedan,0,Đỏ,Kem,4,5,Số tự động,849, Hà Nội ,mới,Xăng,2.0,Mazda,2021
 Ford Explorer Limited 2.3L EcoBoost - 2022,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,2366, TP HCM ,mới,Xăng,2.3,Ford,2022
 Mitsubishi Xpander 1.5 MT - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tay,505, Hà Nội ,mới,Xăng,1.5,Mitsubishi,2022
 Mercedes Benz E class E200 - 2017,Lắp ráp trong nước,Sedan,30000,Đen,Kem,4,5,Số tự động,1520, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Bán tải / Pickup,0,Đen,Đen,4,5,Số tự động,662, Ninh Thuận ,mới,Dầu,2.2,Ford,2021
 Mitsubishi Pajero Sport G 4x2 AT - 2014,Lắp ráp trong nước,SUV,9,Cát,Đen,5,7,Số tự động,420, Hà Nội ,cũ,Xăng,3.0,Mitsubishi,2014
 Kia K7 2.4 AT - 2010,Nhập khẩu,Sedan,0,Nâu,Đen,4,5,Số tự động,479, Hà Nội ,cũ,Xăng,2.4,Kia,2010
 Mazda 3 1.5L Sport Luxury - 2021,Lắp ráp trong nước,Hatchback,0,Xanh,Đen,5,5,Số tự động,691, Hà Nội ,mới,Xăng,1.5,Mazda,2021
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Bán tải / Pickup,10000,Trắng,Đen,4,5,Số tự động,935, Hà Nội ,cũ,Dầu,2.0,Ford,2021
 BMW 7 Series 730Li - 2018,Nhập khẩu,Sedan,30000,Xanh,Kem,4,5,Số tự động,3290, Hà Nội ,cũ,Xăng,2.0,BMW,2018
 Lexus LX 570 - 2016,Nhập khẩu,SUV,40000,Trắng,Nâu,5,7,Số tự động,6790, Hà Nội ,cũ,Xăng,5.7,Lexus,2016
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Đen,Đen,4,5,Số tự động,655, Hà Nội ,mới,Dầu,2.2,Ford,2022
 MG ZS Comfort 1.5 AT 2WD - 2022,Nhập khẩu,Crossover,0,Trắng,Đen,5,5,Số tự động,560, Hà Nội ,mới,Xăng,1.5,MG,2022
 Ford Everest Titanium 2.0L 4x2 AT - 2022,Nhập khẩu,SUV,0,Cát,Đen,5,7,Số tự động,1173, TP HCM ,mới,Dầu,2.0,Ford,2022
 Hyundai i10 Grand 1.2 MT - 2018,Lắp ráp trong nước,Hatchback,40000,Trắng,Nhiều màu,5,5,Số tay,299, Hà Nội ,cũ,Xăng,1.25,Hyundai,2018
 Hyundai SantaFe Premium 2.2L HTRAC - 2019,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1190, Hà Nội ,cũ,Dầu,2.2,Hyundai,2019
 Toyota Vios E CVT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,491, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 Mercedes Benz E class E300 AMG - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,2950, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Kia Seltos Premium 1.4 AT - 2022,Lắp ráp trong nước,Crossover,0,Trắng,Ghi,5,5,Số tự động,749, Lâm Đồng ,mới,Xăng,1.4,Kia,2022
 Mitsubishi Pajero Sport 2.4D 4x2 AT - 2021,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,1110, TP HCM ,mới,Dầu,2.4,Mitsubishi,2021
 Toyota Camry 2.0G - 2020,Nhập khẩu,Sedan,33000,Đen,Đen,4,5,Số tự động,969, Hà Nội ,cũ,Xăng,2.0,Toyota,2020
 Mazda CX8 Premium - 2022,Lắp ráp trong nước,SUV,0,Đen,Đen,5,7,Số tự động,1107, Lâm Đồng ,mới,Xăng,2.5,Mazda,2022
 Ford Explorer Limited 2.3L EcoBoost - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,2366, TP HCM ,mới,Xăng,2.3,Ford,2022
 VinFast Lux SA 2.0 Cao cấp - 2022,Lắp ráp trong nước,SUV,0,Hồng,Nâu,5,7,Số tự động,1271, TP HCM ,mới,Xăng,2.0,VinFast,2022
 Mazda 3 1.5 AT - 2017,Lắp ráp trong nước,Sedan,30000,Trắng,Đen,4,5,Số tự động,535, Vĩnh Phúc ,cũ,Xăng,1.5,Mazda,2017
 Toyota Fortuner TRD Sportivo 4x2 AT - 2015,Lắp ráp trong nước,SUV,10000,Trắng,Kem,5,8,Số tự động,595, Hà Nam ,cũ,Xăng,2.7,Toyota,2015
 Toyota Corolla Cross 1.8HV - 2022,Nhập khẩu,SUV,0,Bạc,Đen,5,5,Số tự động,910, Hà Nội ,mới,Hybrid,1.8,Toyota,2022
 Ford Ranger Raptor 2.0L 4x4 AT - 2022,Nhập khẩu,Bán tải / Pickup,0,Đen,Đen,4,5,Số tự động,1202, TP HCM ,mới,Dầu,2.0,Ford,2022
 Honda Civic G 1.5 AT - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,770, Đồng Nai ,mới,Xăng,1.5,Honda,2022
 Hyundai SantaFe Đặc biệt 2.5L HTRAC - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Nâu,5,7,Số tự động,1190, Hà Nội ,mới,Xăng,2.5,Hyundai,2022
 MG ZS Luxury 1.5 AT 2WD - 2022,Nhập khẩu,Crossover,0,Đen,Ghi,5,5,Số tự động,619, TP HCM ,mới,Xăng,1.5,MG,2022
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Đen,Kem,4,5,Số tự động,576, Nghệ An ,mới,Xăng,1.5,Toyota,2022
 Kia Morning Si AT - 2018,Lắp ráp trong nước,Hatchback,50668,Trắng,Kem,5,5,Số tự động,338, Thái Nguyên ,cũ,Xăng,1.25,Kia,2018
 Kia Seltos Luxury 1.4 AT - 2022,Lắp ráp trong nước,Crossover,0,Vàng,Màu khác,5,5,Số tự động,659, TP HCM ,mới,Xăng,1.4,Kia,2022
 Ford Everest Titanium 2.0L 4x2 AT - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,1200, TP HCM ,mới,Dầu,2.0,Ford,2022
 Ford Ranger Raptor 2.0L 4x4 AT - 2022,Nhập khẩu,Bán tải / Pickup,0,Xanh,Đen,4,5,Số tự động,1202, TP HCM ,mới,Dầu,2.0,Ford,2022
 Toyota Camry 2.5Q - 2015,Lắp ráp trong nước,Sedan,73000,Xanh,Đen,4,5,Số tự động,740, TP HCM ,cũ,Xăng,2.5,Toyota,2015
 Ford Everest Titanium 2.0L 4x2 AT - 2022,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,1173, TP HCM ,mới,Dầu,2.0,Ford,2022
 Volvo XC90 Inscription B6 AWD - 2021,Nhập khẩu,SUV,3700,Trắng,Nâu,5,7,Số tự động,3999, Hà Nội ,cũ,Xăng,2.0,Volvo,2021
 Ford Mustang 2.3 EcoBoost Convertbile - 2021,Nhập khẩu,Convertible/Cabriolet,0,Đỏ,Đen,2,4,Số tự động,3580, TP HCM ,cũ,Xăng,2.3,Ford,2021
